from_polity_id,from_name,to_polity_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_civilization,temporal_gap_years
rustamid_dynasty,Rustamid Dynasty,tulunid_dynasty,Tulunid Dynasty,displacement,3,,0,0,0,1,0,0,-41
rustamid_dynasty,Rustamid Dynasty,ikhshidid_dynasty,Ikhshidid Dynasty,displacement,3,,0,0,0,1,0,0,26
idrisid_dynasty,Idrisid Dynasty,ikhshidid_dynasty,Ikhshidid Dynasty,displacement,3,,0,0,0,1,0,0,-39
aghlabid_dynasty,Aghlabid Dynasty,tulunid_dynasty,Tulunid Dynasty,displacement,3,,0,0,0,1,0,0,-41
aghlabid_dynasty,Aghlabid Dynasty,ikhshidid_dynasty,Ikhshidid Dynasty,displacement,3,,0,0,0,1,0,0,26
zirid_dynasty,Zirid Dynasty,zangid_atabegate,Zangid Atabegate,displacement,3,,0,0,0,1,0,0,-21
zirid_dynasty,Zirid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,displacement,3,,0,0,0,1,0,0,23
almoravid_dynasty,Almoravid Dynasty,zangid_atabegate,Zangid Atabegate,displacement,3,,0,0,0,1,0,0,-20
almoravid_dynasty,Almoravid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,displacement,3,,0,0,0,1,0,0,24
almohad_caliphate,Almohad Caliphate,mamluk_sultanate,Mamluk Sultanate,displacement,3,,0,0,0,1,0,0,-19
almohad_caliphate,Almohad Caliphate,ifat_sultanate,Ifat Sultanate,displacement,3,,0,0,0,1,0,0,16
zangid_atabegate,Zangid Atabegate,hafsid_dynasty,Hafsid Dynasty,displacement,3,,0,0,0,1,0,0,-21
zangid_atabegate,Zangid Atabegate,ifat_sultanate,Ifat Sultanate,displacement,3,,0,0,0,1,0,0,35
ayyubid_sultanate,Ayyubid Sultanate,hafsid_dynasty,Hafsid Dynasty,displacement,3,,0,0,0,1,0,0,-31
ayyubid_sultanate,Ayyubid Sultanate,marinid_dynasty,Marinid Dynasty,displacement,3,,0,0,0,1,0,0,-16
ayyubid_sultanate,Ayyubid Sultanate,ifat_sultanate,Ifat Sultanate,displacement,3,,0,0,0,1,0,0,25
hafsid_dynasty,Hafsid Dynasty,darfur_sultanate,Darfur Sultanate,displacement,3,,0,0,0,1,0,0,29
marinid_dynasty,Marinid Dynasty,adal_sultanate,Adal Sultanate,displacement,3,,0,0,0,1,0,0,-50
marinid_dynasty,Marinid Dynasty,funj_sultanate,Funj Sultanate,displacement,3,,0,0,0,1,0,0,39
mamluk_sultanate,Mamluk Sultanate,funj_sultanate,Funj Sultanate,displacement,3,,0,0,0,1,0,0,-13
mamluk_sultanate,Mamluk Sultanate,saadian_dynasty,Saadian Dynasty,displacement,3,,0,0,0,1,0,0,32
bahmani_sultanate,Bahmani Sultanate,funj_sultanate,Funj Sultanate,displacement,3,,0,0,0,1,0,0,-23
bahmani_sultanate,Bahmani Sultanate,saadian_dynasty,Saadian Dynasty,displacement,3,,0,0,0,1,0,0,22
adal_sultanate,Adal Sultanate,saadian_dynasty,Saadian Dynasty,displacement,3,,0,0,0,1,0,0,-28
adal_sultanate,Adal Sultanate,darfur_sultanate,Darfur Sultanate,displacement,3,,0,0,0,1,0,0,26
funj_sultanate,Funj Sultanate,kingdom_of_egypt,Kingdom of Egypt,displacement,3,,0,0,0,1,0,0,-16
darfur_sultanate,Darfur Sultanate,saudi_arabia,Kingdom of Saudi Arabia,displacement,3,,0,0,0,1,0,0,16
darfur_sultanate,Darfur Sultanate,kingdom_of_jordan,Hashemite Kingdom of Jordan,displacement,3,,0,0,0,1,0,0,30
darfur_sultanate,Darfur Sultanate,republic_of_egypt,Republic of Egypt,displacement,3,,0,0,0,1,0,0,36
darfur_sultanate,Darfur Sultanate,republic_of_iraq,Republic of Iraq,displacement,3,,0,0,0,1,0,0,42
kingdom_of_egypt,Kingdom of Egypt,kingdom_of_iraq,Kingdom of Iraq,displacement,3,,0,0,0,1,0,0,-31
kingdom_of_egypt,Kingdom of Egypt,saudi_arabia,Kingdom of Saudi Arabia,displacement,3,,0,0,0,1,0,0,-20
mahdist_state,Mahdist State,kingdom_of_iraq,Kingdom of Iraq,displacement,3,,0,0,0,1,0,0,23
mahdist_state,Mahdist State,saudi_arabia,Kingdom of Saudi Arabia,displacement,3,,0,0,0,1,0,0,34
mahdist_state,Mahdist State,kingdom_of_jordan,Hashemite Kingdom of Jordan,displacement,3,,0,0,0,1,0,0,48
kingdom_of_iraq,Kingdom of Iraq,saudi_arabia,Kingdom of Saudi Arabia,displacement,3,,0,0,0,1,0,0,-26
kingdom_of_iraq,Kingdom of Iraq,kingdom_of_jordan,Hashemite Kingdom of Jordan,displacement,3,,0,0,0,1,0,0,-12
kievan_rus,Kievan Rus,serbian_empire,Serbian Empire (Nemanjić Dynasty),displacement,3,,0,0,0,1,0,0,-50
buyid_dynasty,Buyid Dynasty,seljuk_rum,Sultanate of Rum,displacement,3,,0,0,0,1,0,0,15
seljuk_empire,Seljuk Empire,delhi_sultanate,Delhi Sultanate,displacement,3,,0,0,0,1,0,0,12
seljuk_rum,Sultanate of Rum,jalayirid_sultanate,Jalayirid Sultanate,displacement,3,,0,0,0,1,0,0,28
seljuk_rum,Sultanate of Rum,madurai_sultanate,Madurai Sultanate,displacement,3,,0,0,0,1,0,0,28
ghorid_dynasty,Ghorid Sultanate,khwarazmian_empire,Khwarazmian Empire,displacement,3,,0,0,0,1,0,0,-15
khwarazmian_empire,Khwarazmian Empire,delhi_sultanate,Delhi Sultanate,displacement,3,,0,0,0,1,0,0,-14
khwarazmian_empire,Khwarazmian Empire,ilkhanate,Ilkhanate,displacement,3,,0,0,0,1,0,0,36
delhi_sultanate,Delhi Sultanate,safavid_empire,Safavid Empire,displacement,3,,0,0,0,1,0,0,-25
jalayirid_sultanate,Jalayirid Sultanate,malwa_sultanate,Malwa Sultanate,displacement,3,,0,0,0,1,0,0,-40
jalayirid_sultanate,Jalayirid Sultanate,jaunpur_sultanate,Jaunpur Sultanate,displacement,3,,0,0,0,1,0,0,-38
jalayirid_sultanate,Jalayirid Sultanate,gujarat_sultanate,Gujarat Sultanate,displacement,3,,0,0,0,1,0,0,-25
madurai_sultanate,Madurai Sultanate,malwa_sultanate,Malwa Sultanate,displacement,3,,0,0,0,1,0,0,14
madurai_sultanate,Madurai Sultanate,jaunpur_sultanate,Jaunpur Sultanate,displacement,3,,0,0,0,1,0,0,16
madurai_sultanate,Madurai Sultanate,gujarat_sultanate,Gujarat Sultanate,displacement,3,,0,0,0,1,0,0,29
timurid_empire,Timurid Empire,mughal_empire,Mughal Empire,displacement,3,,0,0,0,1,0,0,19
timurid_empire,Timurid Empire,sur_empire,Sur Empire,displacement,3,,0,0,0,1,0,0,33
jaunpur_sultanate,Jaunpur Sultanate,safavid_empire,Safavid Empire,displacement,3,,0,0,0,1,0,0,22
gujarat_sultanate,Gujarat Sultanate,sur_empire,Sur Empire,displacement,3,,0,0,0,1,0,0,-33
safavid_empire,Safavid Empire,hyderabad_state,Nizam of Hyderabad,displacement,3,,0,0,0,1,0,0,-12
moghulistan,Moghulistan Khanate,kazan_khanate,Kazan Khanate,displacement,3,,0,0,0,1,0,0,-24
moghulistan,Moghulistan Khanate,khanate_of_bukhara,Khanate of Bukhara,displacement,3,,0,0,0,1,0,0,38
moghulistan,Moghulistan Khanate,khanate_of_khiva,Khanate of Khiva,displacement,3,,0,0,0,1,0,0,49
kazan_khanate,Kazan Khanate,khanate_of_khiva,Khanate of Khiva,displacement,3,,0,0,0,1,0,0,-41
kazan_khanate,Kazan Khanate,yarkand_khanate,Yarkand Khanate,displacement,3,,0,0,0,1,0,0,-38
seleucid_empire,Seleucid Empire,roman_empire,Roman Empire,expansion,3,anatolia|levant,2,0,0,0,0,0,36
latin_empire,Latin Empire,ottoman_empire,Ottoman Empire,expansion,3,anatolia|balkans,2,0,0,0,0,0,38
kingdom_of_urartu,Kingdom of Urartu,achaemenid_empire,Achaemenid Empire,expansion,3,caucasus,1,0,0,0,1,0,40
ilkhanate,Ilkhanate,ottoman_empire,Ottoman Empire,expansion,3,caucasus,1,0,0,0,1,0,-36
tibetan_empire,Tibetan Empire,kara_khanid_khanate,Kara-Khanid Khanate,expansion,3,central_asian_steppe,1,0,0,0,0,0,-2
western_xia,Western Xia (Tangut Empire),chagatai_khanate,Chagatai Khanate,expansion,3,central_asian_steppe,1,0,0,0,0,0,-1
qara_khitai,Qara Khitai (Western Liao),mongol_empire,Mongol Empire,expansion,3,central_asian_steppe|transoxiana,2,0,0,0,0,0,-12
kazakh_khanate,Kazakh Khanate,russian_empire,Russian Empire,expansion,3,central_asian_steppe,1,0,0,0,0,0,-10
khoshut_khanate,Khoshut Khanate,russian_empire,Russian Empire,expansion,3,central_asian_steppe,1,0,0,0,0,0,4
hyderabad_state,Nizam of Hyderabad,republic_of_india,Republic of India,expansion,3,deccan,1,0,0,0,0,0,-1
byzantine_empire,Byzantine Empire,umayyad_caliphate,Umayyad Caliphate,expansion,3,egypt|levant|north_africa,3,0,0,0,0,0,-792
byzantine_empire,Byzantine Empire,abbasid_caliphate,Abbasid Caliphate,expansion,3,egypt|levant|north_africa,3,0,0,0,0,0,-703
kamarupa_kingdom,Kamarupa Kingdom,ghorid_dynasty,Ghorid Sultanate,expansion,3,ganges_plain,1,0,0,0,0,0,8
pala_empire,Pala Empire,delhi_sultanate,Delhi Sultanate,expansion,3,ganges_plain,1,0,0,0,0,0,6
gajapati_dynasty,Gajapati Dynasty (Odisha),sur_empire,Sur Empire,expansion,3,ganges_plain,1,0,0,0,0,0,-1
bengal_sultanate,Bengal Sultanate,sur_empire,Sur Empire,expansion,3,ganges_plain,1,0,0,0,1,0,-36
indo_scythian_kingdom,Indo-Scythian Kingdom,kushan_empire,Kushan Empire,expansion,3,indus_valley|punjab,2,0,0,0,1,0,-370
indo_parthian_kingdom,Indo-Parthian Kingdom,kushan_empire,Kushan Empire,expansion,3,indus_valley|punjab,2,0,0,0,1,0,-196
durrani_empire,Durrani Empire,british_raj,British Raj,expansion,3,indus_valley|punjab,2,0,0,0,0,0,32
sassanid_empire,Sassanid Empire,rashidun_caliphate,Rashidun Caliphate,expansion,3,iran_plateau|mesopotamia,2,0,0,0,0,0,-19
sassanid_empire,Sassanid Empire,abbasid_caliphate,Abbasid Caliphate,expansion,3,iran_plateau|khorasan|mesopotamia,3,0,0,0,0,0,99
jalayirid_sultanate,Jalayirid Sultanate,timurid_empire,Timurid Empire,expansion,3,iran_plateau,1,0,0,1,0,0,-62
jalayirid_sultanate,Jalayirid Sultanate,aq_qoyunlu,Aq Qoyunlu (White Sheep Turkmen),expansion,3,iran_plateau|mesopotamia,2,0,0,0,1,0,-54
kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),safavid_empire,Safavid Empire,expansion,3,iran_plateau|mesopotamia,2,0,0,0,0,0,33
ghorid_dynasty,Ghorid Sultanate,mongol_empire,Mongol Empire,expansion,3,khorasan,1,0,0,0,0,0,-9
novgorod_republic,Novgorod Republic,grand_duchy_of_lithuania,Grand Duchy of Lithuania,expansion,3,kievan_rus,1,0,0,1,0,0,-242
galicia_volhynia,Principality of Galicia-Volhynia,grand_duchy_of_lithuania,Grand Duchy of Lithuania,expansion,3,kievan_rus,1,0,0,1,0,0,-113
polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,russian_empire,Russian Empire,expansion,3,kievan_rus|lithuania|poland,3,0,0,0,0,0,-74
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",macedonian_empire,Macedonian Empire (Alexander),expansion,3,levant,1,0,0,0,0,0,-4
neo_babylonian,Neo-Babylonian (Chaldean) Empire,achaemenid_empire,Achaemenid Empire,expansion,3,levant|mesopotamia,2,0,0,0,0,0,-11
hasmonean_dynasty,Hasmonean Dynasty,roman_empire,Roman Empire,expansion,3,levant,1,0,0,0,0,0,10
jin_jurchen,Jin Dynasty (Jurchen),mongol_empire,Mongol Empire,expansion,3,manchuria|yellow_river,2,0,0,0,0,0,-28
jin_jurchen,Jin Dynasty (Jurchen),yuan_dynasty,Yuan Dynasty,expansion,3,manchuria|yellow_river,2,0,0,0,0,0,37
zangid_atabegate,Zangid Atabegate,ilkhanate,Ilkhanate,expansion,3,mesopotamia,1,0,0,0,0,0,6
north_yuan,North Yuan,qing_dynasty,Qing Dynasty (Manchu),expansion,3,mongolian_plateau,1,0,0,0,0,0,9
rustamid_dynasty,Rustamid Dynasty,almoravid_dynasty,Almoravid Dynasty,expansion,3,north_africa,1,0,0,1,0,0,131
idrisid_dynasty,Idrisid Dynasty,fatimid_caliphate,Fatimid Caliphate,expansion,3,north_africa,1,0,0,1,0,0,-65
sikh_empire,Sikh Empire,british_raj,British Raj,expansion,3,punjab,1,0,0,0,0,0,9
kingdom_of_scotland,Kingdom of Scotland,kingdom_of_great_britain,Kingdom of Great Britain,expansion,3,scotland,1,0,0,0,0,0,0
goktürk_khaganate,Göktürk Khaganate,abbasid_caliphate,Abbasid Caliphate,expansion,3,transoxiana,1,0,0,0,0,0,6
khwarazmian_empire,Khwarazmian Empire,chagatai_khanate,Chagatai Khanate,expansion,3,transoxiana,1,0,0,0,0,0,6
chagatai_khanate,Chagatai Khanate,timurid_empire,Timurid Empire,expansion,3,transoxiana,1,0,0,0,1,0,23
khanate_of_khiva,Khanate of Khiva,soviet_union,Soviet Union,expansion,3,transoxiana,1,0,0,0,0,0,2
southern_song,Southern Song Dynasty,yuan_dynasty,Yuan Dynasty,expansion,3,yangtze,1,0,0,0,0,0,-8
eastern_jin,Eastern Jin Dynasty,sui_dynasty,Sui Dynasty,expansion,3,,0,1,0,0,0,0,161
eastern_jin,Eastern Jin Dynasty,tang_dynasty,Tang Dynasty,expansion,3,,0,1,0,0,0,0,198
northern_song,Northern Song Dynasty,ming_dynasty,Ming Dynasty,expansion,3,,0,1,0,0,0,0,241
himyarite_kingdom,Himyarite Kingdom,abbasid_caliphate,Abbasid Caliphate,expansion,3,,0,1,0,0,0,0,225
goktürk_khaganate,Göktürk Khaganate,ghaznavid_empire,Ghaznavid Empire,expansion,3,,0,1,0,0,0,0,233
goktürk_khaganate,Göktürk Khaganate,seljuk_empire,Seljuk Empire,expansion,3,,0,1,0,0,0,0,293
kara_khanid_khanate,Kara-Khanid Khanate,timurid_empire,Timurid Empire,expansion,3,,0,1,0,0,0,0,158
feudal_japan,Feudal Japan,empire_of_japan,Empire of Japan (Meiji),expansion,3,,0,1,0,0,0,0,265
novgorod_republic,Novgorod Republic,russian_empire,Russian Empire,expansion,3,,0,1,0,0,0,0,243
lombard_kingdom,Kingdom of the Lombards,holy_roman_empire,Holy Roman Empire,expansion,3,,0,0,0,1,1,0,188
grand_duchy_moscow,Grand Duchy of Moscow,russian_empire,Russian Empire,expansion,3,,0,0,0,1,1,0,174
second_bulgarian_empire,Second Bulgarian Empire,principality_of_moldavia,Principality of Moldavia,same,3,balkans,1,0,0,0,1,0,-50
serbian_empire,Serbian Empire (Nemanjić Dynasty),principality_of_moldavia,Principality of Moldavia,same,3,balkans,1,0,0,0,1,0,-43
serbian_empire,Serbian Empire (Nemanjić Dynasty),serbian_despotate,Serbian Despotate,same,3,balkans,1,0,0,0,1,0,13
principality_of_wallachia,Principality of Wallachia,kingdom_of_greece,Kingdom of Greece,same,3,balkans,1,0,0,0,1,0,-27
principality_of_moldavia,Principality of Moldavia,kingdom_of_greece,Kingdom of Greece,same,3,balkans,1,0,0,0,1,0,-27
kara_khanid_khanate,Kara-Khanid Khanate,chagatai_khanate,Chagatai Khanate,same,3,central_asian_steppe|transoxiana,2,0,0,0,0,0,14
pandya_dynasty,Pandya Dynasty,madurai_sultanate,Madurai Sultanate,same,3,deccan,1,0,0,0,0,0,-10
pandya_dynasty,Pandya Dynasty,bahmani_sultanate,Bahmani Sultanate,same,3,deccan,1,0,0,0,0,0,2
satavahana_empire,Satavahana Empire,vakataka_dynasty,Vakataka Dynasty,same,3,deccan,1,0,0,0,1,0,30
pallava_dynasty,Pallava Dynasty,yadava_dynasty,Yadava Dynasty (Devagiri),same,3,deccan,1,0,0,0,1,0,-47
yadava_dynasty,Yadava Dynasty (Devagiri),vijayanagara_empire,Vijayanagara Empire,same,3,deccan,1,0,0,0,1,0,19
hoysala_dynasty,Hoysala Empire,bahmani_sultanate,Bahmani Sultanate,same,3,deccan,1,0,0,0,0,0,1
vijayanagara_empire,Vijayanagara Empire,maratha_empire,Maratha Empire,same,3,deccan,1,0,0,0,1,0,28
federal_republic_germany,Federal Republic of Germany,east_germany,German Democratic Republic (East Germany),same,3,germany,1,0,0,0,0,0,0
visigothic_kingdom,Visigothic Kingdom,al_andalus,Al-Andalus,same,3,iberia,1,0,0,0,0,0,0
indo_scythian_kingdom,Indo-Scythian Kingdom,indo_greek_kingdom,Indo-Greek Kingdom,same,3,indus_valley|punjab,2,0,0,0,1,0,-580
indo_parthian_kingdom,Indo-Parthian Kingdom,kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,same,3,indus_valley,1,0,0,0,0,0,4
ghaznavid_empire,Ghaznavid Empire,ilkhanate,Ilkhanate,same,3,khorasan,1,0,0,1,0,0,70
kievan_rus,Kievan Rus,grand_duchy_of_lithuania,Grand Duchy of Lithuania,same,3,kievan_rus,1,0,0,0,0,0,-4
japanese_korea,Japanese-Occupied Korea,south_korea,Republic of Korea (South Korea),same,3,korean_peninsula,1,0,0,0,0,0,3
japanese_korea,Japanese-Occupied Korea,north_korea,Democratic People's Republic of Korea (North Korea),same,3,korean_peninsula,1,0,0,0,0,0,3
south_korea,Republic of Korea (South Korea),north_korea,Democratic People's Republic of Korea (North Korea),same,3,korean_peninsula,1,0,0,0,0,0,0
zangid_atabegate,Zangid Atabegate,ayyubid_sultanate,Ayyubid Sultanate,same,3,levant,1,0,0,1,0,0,-79
kingdom_of_jordan,Hashemite Kingdom of Jordan,state_of_israel,State of Israel,same,3,levant,1,0,0,0,0,0,0
balhae,Balhae (Bohai),liao_dynasty,Liao Dynasty (Khitan),same,3,manchuria,1,0,0,0,1,0,-19
republic_of_china,Republic of China,empire_of_japan,Empire of Japan (Meiji),same,3,manchuria,1,0,0,0,0,0,0
empire_of_japan,Empire of Japan (Meiji),peoples_republic_of_china,People's Republic of China,same,3,manchuria,1,0,0,0,0,0,2
rustamid_dynasty,Rustamid Dynasty,idrisid_dynasty,Idrisid Dynasty,same,3,north_africa,1,0,0,1,0,0,-121
rustamid_dynasty,Rustamid Dynasty,aghlabid_dynasty,Aghlabid Dynasty,same,3,north_africa,1,0,0,1,0,0,-109
rustamid_dynasty,Rustamid Dynasty,zirid_dynasty,Zirid Dynasty,same,3,north_africa,1,0,0,1,0,0,63
meroitic_kingdom,Kingdom of Meroe (Meroitic Kingdom),makuria_kingdom,Kingdom of Makuria,same,3,nubia,1,0,0,0,0,0,-10
kingdom_of_sweden,Kingdom of Sweden,kingdom_of_denmark,Kingdom of Denmark,same,3,scandinavia,1,0,0,0,0,0,0
kingdom_of_sweden,Kingdom of Sweden,kingdom_of_norway,Kingdom of Norway,same,3,scandinavia,1,0,0,0,0,0,0
kingdom_of_denmark,Kingdom of Denmark,kingdom_of_norway,Kingdom of Norway,same,3,scandinavia,1,0,0,0,0,0,0
tang_dynasty,Tang Dynasty,liao_dynasty,Liao Dynasty (Khitan),same,3,yellow_river,1,0,0,0,0,0,0
western_jin,Western Jin Dynasty,sui_dynasty,Sui Dynasty,same,3,,0,1,0,0,0,0,265
ming_dynasty,Ming Dynasty,republic_of_china,Republic of China,same,3,,0,1,0,0,0,0,268
kingdom_of_saba,Kingdom of Saba (Sheba),nabataean_kingdom,Nabataean Kingdom,same,3,,0,1,0,0,0,0,160
chera_dynasty,Chera Dynasty,vijayanagara_empire,Vijayanagara Empire,same,3,,0,1,0,0,0,0,234
chera_dynasty,Chera Dynasty,mysore_kingdom,Mysore Kingdom,same,3,,0,1,0,0,0,0,297
kadamba_dynasty,Kadamba Dynasty,rashtrakuta_dynasty,Rashtrakuta Dynasty,same,3,,0,1,0,0,0,0,228
western_chalukya,Western Chalukya Empire,mysore_kingdom,Mysore Kingdom,same,3,,0,1,0,0,0,0,210
khwarazmian_empire,Khwarazmian Empire,khanate_of_bukhara,Khanate of Bukhara,same,3,,0,1,0,0,0,0,280
khwarazmian_empire,Khwarazmian Empire,khanate_of_khiva,Khanate of Khiva,same,3,,0,1,0,0,0,0,291
silla,Silla,goryeo,Goryeo Dynasty,same,3,,0,1,0,0,0,0,250
baekje,Baekje,goryeo,Goryeo Dynasty,same,3,,0,1,0,0,0,0,258
moghulistan,Moghulistan Khanate,dzungar_khanate,Dzungar Khanate,same,3,,0,1,0,0,0,0,172
moghulistan,Moghulistan Khanate,khoshut_khanate,Khoshut Khanate,same,3,,0,1,0,0,0,0,180
eastern_zhou,Eastern Zhou (东周),qin_dynasty,Qin Dynasty,unknown,3,,0,0,0,1,0,0,35
eastern_zhou,Eastern Zhou (东周),han_dynasty,Han Dynasty,unknown,3,,0,0,0,1,0,0,50
western_han,Western Han,xuan_han,Xuan Han (玄汉),unknown,3,,0,0,0,1,0,0,14
eastern_jin,Eastern Jin Dynasty,northern_wei,Northern Wei tributary,unknown,3,,0,0,0,1,0,0,-34
northern_dynasties,Northern Dynasties,western_wei,Western Wei / Northern Zhou tributary,unknown,3,,0,0,0,1,0,0,-46
later_liang,Later Liang / Northern Liang,later_jin,Later Jin,unknown,3,,0,0,0,1,0,0,13
later_liang,Later Liang / Northern Liang,later_han,Later Han,unknown,3,,0,0,0,1,0,0,24
macedonian_kingdom,Macedonian Kingdom,indo_greek_kingdom,Indo-Greek Kingdom,unknown,3,,0,0,0,1,0,0,-12
magna_graecia,Magna Graecia,lysimachus,Lysimachus,unknown,3,,0,0,0,1,0,0,-26
magna_graecia,Magna Graecia,greco_bactrian_kingdom,Greco-Bactrian Kingdom,unknown,3,,0,0,0,1,0,0,24
kingdom_of_epirus,Kingdom of Epirus,indo_greek_kingdom,Indo-Greek Kingdom,unknown,3,,0,0,0,1,0,0,-13
macedonian_empire,Macedonian Empire (Alexander),lysimachus,Lysimachus,unknown,3,,0,0,0,1,0,0,17
lysimachus,Lysimachus,greco_bactrian_kingdom,Greco-Bactrian Kingdom,unknown,3,,0,0,0,1,0,0,25
visigothic_kingdom,Visigothic Kingdom,papal_states,Papal States,unknown,3,,0,0,0,1,0,0,43
vandal_kingdom,Vandal Kingdom of North Africa,lombard_duchy_of_spoleto,Lombard Duchy of Spoleto,unknown,3,,0,0,0,1,0,0,37
vandal_kingdom,Vandal Kingdom of North Africa,lombard_duchy_of_benevento,Lombard Duchy of Benevento,unknown,3,,0,0,0,1,0,0,38
carolingian_empire,Frankish Kingdom / Carolingian Empire,tuscan_march,March of Tuscany,unknown,3,,0,0,0,1,0,0,-43
ostrogothic_kingdom,Ostrogothic Kingdom of Italy,lombard_duchy_of_spoleto,Lombard Duchy of Spoleto,unknown,3,,0,0,0,1,0,0,17
ostrogothic_kingdom,Ostrogothic Kingdom of Italy,lombard_duchy_of_benevento,Lombard Duchy of Benevento,unknown,3,,0,0,0,1,0,0,18
lombard_kingdom,Kingdom of the Lombards,papal_states,Papal States,unknown,3,,0,0,0,1,0,0,-20
lombard_kingdom,Kingdom of the Lombards,tuscan_march,March of Tuscany,unknown,3,,0,0,0,1,0,0,26
lombard_duchy_of_spoleto,Lombard Duchy of Spoleto,papal_states,Papal States,unknown,3,,0,0,0,1,0,0,-20
lombard_duchy_of_spoleto,Lombard Duchy of Spoleto,tuscan_march,March of Tuscany,unknown,3,,0,0,0,1,0,0,26
lombard_duchy_of_benevento,Lombard Duchy of Benevento,norman_county_of_apulia,Norman County of Apulia and Calabria,unknown,3,,0,0,0,1,0,0,-18
lombard_principalities,Lombard Principalities of Southern Italy,norman_county_of_apulia,Norman County of Apulia and Calabria,unknown,3,,0,0,0,1,0,0,-18
principality_of_salerno,Principality of Salerno,norman_county_of_apulia,Norman County of Apulia and Calabria,unknown,3,,0,0,0,1,0,0,-18
first_turkic_khaganate,First Türkic Empire,avar_khaganate,Avar Khaganate,unknown,3,,0,0,0,1,0,0,-35
first_turkic_khaganate,First Türkic Empire,xueyantuo,Xueyantuo,unknown,3,,0,0,0,1,0,0,25
first_turkic_khaganate,First Türkic Empire,khazar_khaganate,Khazar Khaganate,unknown,3,,0,0,0,1,0,0,47
goktürk_khaganate,Göktürk Khaganate,turgesh_khaganate,Turgesh Khaganate,unknown,3,,0,0,0,1,0,0,-45
xueyantuo,Xueyantuo,second_turkic_khaganate,Second Türkic Khaganate,unknown,3,,0,0,0,1,0,0,36
second_turkic_khaganate,Second Türkic Khaganate,turgesh_khaganate,Turgesh Khaganate,unknown,3,,0,0,0,1,0,0,-45
huan_chu,Huan Chu (桓楚),liu_song,Liu Song (刘宋),unknown,3,,0,0,0,1,0,0,16
liu_song,Liu Song (刘宋),liang,Liang Dynasty (梁),unknown,3,,0,0,0,1,0,0,23
liang,Liang Dynasty (梁),sui_dynasty,Sui Dynasty,unknown,3,,0,0,0,1,0,0,24
chen,Chen Dynasty (陈),tang_dynasty,Tang Dynasty,unknown,3,,0,0,0,1,0,0,29
tang_dynasty,Tang Dynasty,later_tang,Later Tang (后唐),unknown,3,,0,0,0,1,0,0,16
tang_dynasty,Tang Dynasty,later_zhou,Later Zhou (后周),unknown,3,,0,0,0,1,0,0,44
