from_polity_id,from_name,to_polity_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_civilization,temporal_gap_years,provenance
novgorod_republic,Novgorod Republic,tsardom_russia,Tsardom of Russia,same,2,kievan_rus,1,0,0,0,1,0,69,stub
galicia_volhynia,Principality of Galicia-Volhynia,grand_duchy_moscow,Grand Duchy of Moscow,same,2,kievan_rus,1,0,0,0,1,0,-66,stub
joseon,Joseon Dynasty,japanese_korea,Japanese-Occupied Korea,same,2,korean_peninsula,1,0,0,0,0,0,13,stub
ur_iii,Third Dynasty of Ur (Neo-Sumerian),old_babylonian,Old Babylonian Empire,same,2,mesopotamia,1,0,0,0,1,0,110,stub
zangid_atabegate,Zangid Atabegate,jalayirid_sultanate,Jalayirid Sultanate,same,2,mesopotamia,1,0,0,0,1,0,85,stub
kazan_khanate,Kazan Khanate,crimean_khanate,Crimean Khanate,same,2,pontic_steppe,1,0,0,0,1,0,-111,stub
samanid_empire,Samanid Empire,kara_khanid_khanate,Kara-Khanid Khanate,same,2,transoxiana,1,0,0,0,1,0,-159,stub
northern_song,Northern Song Dynasty,jin_jurchen,Jin Dynasty (Jurchen),same,2,yellow_river,1,0,0,0,0,0,-12,stub
vakataka_dynasty,Vakataka Dynasty,rashtrakuta_dynasty,Rashtrakuta Dynasty,same,2,,0,0,0,1,0,0,253,stub
tulunid_dynasty,Tulunid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,same,2,,0,0,0,1,0,0,266,stub
ikhshidid_dynasty,Ikhshidid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,same,2,,0,0,0,1,0,0,202,stub
croatian_kingdom,Croatian Kingdom,serbian_despotate,Serbian Despotate,same,2,,0,0,0,1,0,0,300,stub
buyid_dynasty,Buyid Dynasty,jalayirid_sultanate,Jalayirid Sultanate,same,2,,0,0,0,1,0,0,273,stub
ghorid_dynasty,Ghorid Sultanate,timurid_empire,Timurid Empire,same,2,,0,0,0,1,0,0,155,stub
ilkhanate,Ilkhanate,safavid_empire,Safavid Empire,same,2,,0,0,0,1,0,0,166,stub
berber,Berber / Mauretania,mauretania_kingdom,Mauretania Kingdom,unknown,2,,0,0,0,1,0,0,-85,stub
mauretania_kingdom,Mauretania Kingdom,numidia,Kingdom of Numidia,unknown,2,,0,0,0,1,0,0,-242,stub
old_babylonian,Old Babylonian Empire,middle_assyrian_empire,Middle Assyrian Empire,unknown,2,,0,0,0,1,0,0,203,stub
zhou_dynasty,Zhou Dynasty,western_han,Western Han,unknown,2,,0,0,0,1,0,0,54,stub
han_dynasty,Han Dynasty,western_han,Western Han,unknown,2,,0,0,0,1,0,0,-422,stub
han_dynasty,Han Dynasty,northern_wei,Northern Wei tributary,unknown,2,,0,0,0,1,0,0,166,stub
western_han,Western Han,cao_wei,Cao Wei,unknown,2,,0,0,0,1,0,0,211,stub
western_han,Western Han,shu_han,Shu Han,unknown,2,,0,0,0,1,0,0,212,stub
western_han,Western Han,eastern_wu,Eastern Wu,unknown,2,,0,0,0,1,0,0,213,stub
western_han,Western Han,western_jin,Western Jin Dynasty,unknown,2,,0,0,0,1,0,0,256,stub
cao_wei,Cao Wei,northern_wei,Northern Wei tributary,unknown,2,,0,0,0,1,0,0,121,stub
cao_wei,Cao Wei,western_wei,Western Wei / Northern Zhou tributary,unknown,2,,0,0,0,1,0,0,270,stub
shu_han,Shu Han,northern_wei,Northern Wei tributary,unknown,2,,0,0,0,1,0,0,123,stub
shu_han,Shu Han,western_wei,Western Wei / Northern Zhou tributary,unknown,2,,0,0,0,1,0,0,272,stub
eastern_wu,Eastern Wu,northern_wei,Northern Wei tributary,unknown,2,,0,0,0,1,0,0,106,stub
eastern_wu,Eastern Wu,western_wei,Western Wei / Northern Zhou tributary,unknown,2,,0,0,0,1,0,0,255,stub
western_jin,Western Jin Dynasty,northern_wei,Northern Wei tributary,unknown,2,,0,0,0,1,0,0,70,stub
western_jin,Western Jin Dynasty,western_wei,Western Wei / Northern Zhou tributary,unknown,2,,0,0,0,1,0,0,219,stub
eastern_jin,Eastern Jin Dynasty,western_wei,Western Wei / Northern Zhou tributary,unknown,2,,0,0,0,1,0,0,115,stub
northern_dynasties,Northern Dynasties,northern_wei,Northern Wei tributary,unknown,2,,0,0,0,1,0,0,-195,stub
northern_wei,Northern Wei tributary,southern_dynasties,Southern Dynasties,unknown,2,,0,0,0,1,0,0,-115,stub
southern_dynasties,Southern Dynasties,western_wei,Western Wei / Northern Zhou tributary,unknown,2,,0,0,0,1,0,0,-54,stub
macedonian_kingdom,Macedonian Kingdom,kingdom_of_epirus,Kingdom of Epirus,unknown,2,,0,0,0,1,0,0,-302,stub
macedonian_kingdom,Macedonian Kingdom,macedonian_empire,Macedonian Empire (Alexander),unknown,2,,0,0,0,1,0,0,-168,stub
macedonian_kingdom,Macedonian Kingdom,lysimachus,Lysimachus,unknown,2,,0,0,0,1,0,0,-138,stub
macedonian_kingdom,Macedonian Kingdom,greco_bactrian_kingdom,Greco-Bactrian Kingdom,unknown,2,,0,0,0,1,0,0,-88,stub
kingdom_of_epirus,Kingdom of Epirus,macedonian_empire,Macedonian Empire (Alexander),unknown,2,,0,0,0,1,0,0,-169,stub
kingdom_of_epirus,Kingdom of Epirus,lysimachus,Lysimachus,unknown,2,,0,0,0,1,0,0,-139,stub
kingdom_of_epirus,Kingdom of Epirus,greco_bactrian_kingdom,Greco-Bactrian Kingdom,unknown,2,,0,0,0,1,0,0,-89,stub
lysimachus,Lysimachus,indo_greek_kingdom,Indo-Greek Kingdom,unknown,2,,0,0,0,1,0,0,101,stub
hunnic_empire,Hunnic Empire,first_turkic_khaganate,First Türkic Empire,unknown,2,,0,0,0,1,0,0,99,stub
hunnic_empire,Hunnic Empire,xueyantuo,Xueyantuo,unknown,2,,0,0,0,1,0,0,175,stub
hunnic_empire,Hunnic Empire,second_turkic_khaganate,Second Türkic Khaganate,unknown,2,,0,0,0,1,0,0,229,stub
hunnic_empire,Hunnic Empire,turgesh_khaganate,Turgesh Khaganate,unknown,2,,0,0,0,1,0,0,246,stub
first_turkic_khaganate,First Türkic Empire,goktürk_khaganate,Göktürk Khaganate,unknown,2,,0,0,0,1,0,0,-51,stub
first_turkic_khaganate,First Türkic Empire,second_turkic_khaganate,Second Türkic Khaganate,unknown,2,,0,0,0,1,0,0,79,stub
first_turkic_khaganate,First Türkic Empire,turgesh_khaganate,Turgesh Khaganate,unknown,2,,0,0,0,1,0,0,96,stub
goktürk_khaganate,Göktürk Khaganate,xueyantuo,Xueyantuo,unknown,2,,0,0,0,1,0,0,-116,stub
goktürk_khaganate,Göktürk Khaganate,second_turkic_khaganate,Second Türkic Khaganate,unknown,2,,0,0,0,1,0,0,-62,stub
avar_khaganate,Avar Khaganate,xueyantuo,Xueyantuo,unknown,2,,0,0,0,1,0,0,-176,stub
avar_khaganate,Avar Khaganate,second_turkic_khaganate,Second Türkic Khaganate,unknown,2,,0,0,0,1,0,0,-122,stub
avar_khaganate,Avar Khaganate,turgesh_khaganate,Turgesh Khaganate,unknown,2,,0,0,0,1,0,0,-105,stub
xueyantuo,Xueyantuo,turgesh_khaganate,Turgesh Khaganate,unknown,2,,0,0,0,1,0,0,53,stub
khazar_khaganate,Khazar Khaganate,second_turkic_khaganate,Second Türkic Khaganate,unknown,2,,0,0,0,1,0,0,-287,stub
khazar_khaganate,Khazar Khaganate,turgesh_khaganate,Turgesh Khaganate,unknown,2,,0,0,0,1,0,0,-270,stub
toltec_empire,Toltec Empire,aztec_empire,Aztec Empire (Mexico-Tenochtitlan),unknown,2,,0,0,0,1,0,0,260,stub
byzantine_empire,Byzantine Empire,despotate_of_epirus,Despotate of Epirus,unknown,2,,0,0,0,1,0,0,-248,stub
rashidun_caliphate,Rashidun Caliphate,muhallabid_governors,Muhallabid governors,unknown,2,,0,0,0,1,0,0,110,stub
rashidun_caliphate,Rashidun Caliphate,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,158,stub
rashidun_caliphate,Rashidun Caliphate,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,160,stub
rashidun_caliphate,Rashidun Caliphate,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,228,stub
rashidun_caliphate,Rashidun Caliphate,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,229,stub
umayyad_caliphate,Umayyad Caliphate,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,69,stub
umayyad_caliphate,Umayyad Caliphate,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,71,stub
umayyad_caliphate,Umayyad Caliphate,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,139,stub
umayyad_caliphate,Umayyad Caliphate,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,140,stub
umayyad_caliphate,Umayyad Caliphate,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,297,stub
al_andalus,Al-Andalus,muhallabid_governors,Muhallabid governors,unknown,2,,0,0,0,1,0,0,-721,stub
al_andalus,Al-Andalus,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-673,stub
al_andalus,Al-Andalus,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-671,stub
al_andalus,Al-Andalus,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,-603,stub
al_andalus,Al-Andalus,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,-602,stub
al_andalus,Al-Andalus,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-445,stub
al_andalus,Al-Andalus,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,-344,stub
abbasid_caliphate,Abbasid Caliphate,muhallabid_governors,Muhallabid governors,unknown,2,,0,0,0,1,0,0,-487,stub
abbasid_caliphate,Abbasid Caliphate,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-439,stub
abbasid_caliphate,Abbasid Caliphate,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-437,stub
abbasid_caliphate,Abbasid Caliphate,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,-369,stub
abbasid_caliphate,Abbasid Caliphate,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,-368,stub
abbasid_caliphate,Abbasid Caliphate,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-211,stub
abbasid_caliphate,Abbasid Caliphate,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,-110,stub
muhallabid_governors,Muhallabid governors,tulunid_dynasty,Tulunid Dynasty,unknown,2,,0,0,0,1,0,0,75,stub
muhallabid_governors,Muhallabid governors,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,96,stub
muhallabid_governors,Muhallabid governors,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,97,stub
muhallabid_governors,Muhallabid governors,fatimid_caliphate,Fatimid Caliphate,unknown,2,,0,0,0,1,0,0,116,stub
muhallabid_governors,Muhallabid governors,ikhshidid_dynasty,Ikhshidid Dynasty,unknown,2,,0,0,0,1,0,0,142,stub
muhallabid_governors,Muhallabid governors,zirid_dynasty,Zirid Dynasty,unknown,2,,0,0,0,1,0,0,179,stub
muhallabid_governors,Muhallabid governors,almoravid_dynasty,Almoravid Dynasty,unknown,2,,0,0,0,1,0,0,247,stub
muhallabid_governors,Muhallabid governors,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,254,stub
rustamid_dynasty,Rustamid Dynasty,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-90,stub
rustamid_dynasty,Rustamid Dynasty,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-88,stub
rustamid_dynasty,Rustamid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,138,stub
rustamid_dynasty,Rustamid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,239,stub
idrisid_dynasty,Idrisid Dynasty,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-155,stub
idrisid_dynasty,Idrisid Dynasty,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-153,stub
idrisid_dynasty,Idrisid Dynasty,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,-85,stub
idrisid_dynasty,Idrisid Dynasty,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,-84,stub
idrisid_dynasty,Idrisid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,73,stub
idrisid_dynasty,Idrisid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,174,stub
aghlabid_dynasty,Aghlabid Dynasty,ziyadid_dynasty,Ziyadid Dynasty,unknown,2,,0,0,0,1,0,0,-90,stub
aghlabid_dynasty,Aghlabid Dynasty,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-88,stub
aghlabid_dynasty,Aghlabid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,138,stub
aghlabid_dynasty,Aghlabid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,239,stub
ziyadid_dynasty,Ziyadid Dynasty,tahirid_dynasty,Tahirid dynasty,unknown,2,,0,0,0,1,0,0,-197,stub
ziyadid_dynasty,Ziyadid Dynasty,tulunid_dynasty,Tulunid Dynasty,unknown,2,,0,0,0,1,0,0,-150,stub
ziyadid_dynasty,Ziyadid Dynasty,sajid_dynasty,Sajid dynasty,unknown,2,,0,0,0,1,0,0,-129,stub
ziyadid_dynasty,Ziyadid Dynasty,hamdanid_emirate,Hamdanid Emirate,unknown,2,,0,0,0,1,0,0,-128,stub
ziyadid_dynasty,Ziyadid Dynasty,fatimid_caliphate,Fatimid Caliphate,unknown,2,,0,0,0,1,0,0,-109,stub
ziyadid_dynasty,Ziyadid Dynasty,ikhshidid_dynasty,Ikhshidid Dynasty,unknown,2,,0,0,0,1,0,0,-83,stub
ziyadid_dynasty,Ziyadid Dynasty,almohad_caliphate,Almohad Caliphate,unknown,2,,0,0,0,1,0,0,103,stub
ziyadid_dynasty,Ziyadid Dynasty,zangid_atabegate,Zangid Atabegate,unknown,2,,0,0,0,1,0,0,109,stub
ziyadid_dynasty,Ziyadid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,130,stub
ziyadid_dynasty,Ziyadid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,153,stub
ziyadid_dynasty,Ziyadid Dynasty,hafsid_dynasty,Hafsid Dynasty,unknown,2,,0,0,0,1,0,0,211,stub
ziyadid_dynasty,Ziyadid Dynasty,marinid_dynasty,Marinid Dynasty,unknown,2,,0,0,0,1,0,0,226,stub
ziyadid_dynasty,Ziyadid Dynasty,mamluk_sultanate,Mamluk Sultanate,unknown,2,,0,0,0,1,0,0,232,stub
ziyadid_dynasty,Ziyadid Dynasty,ifat_sultanate,Ifat Sultanate,unknown,2,,0,0,0,1,0,0,267,stub
tahirid_dynasty,Tahirid dynasty,ikhshidid_dynasty,Ikhshidid Dynasty,unknown,2,,0,0,0,1,0,0,62,stub
tahirid_dynasty,Tahirid dynasty,zirid_dynasty,Zirid Dynasty,unknown,2,,0,0,0,1,0,0,99,stub
tahirid_dynasty,Tahirid dynasty,almoravid_dynasty,Almoravid Dynasty,unknown,2,,0,0,0,1,0,0,167,stub
tahirid_dynasty,Tahirid dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,174,stub
tahirid_dynasty,Tahirid dynasty,almohad_caliphate,Almohad Caliphate,unknown,2,,0,0,0,1,0,0,248,stub
tahirid_dynasty,Tahirid dynasty,zangid_atabegate,Zangid Atabegate,unknown,2,,0,0,0,1,0,0,254,stub
tahirid_dynasty,Tahirid dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,275,stub
tahirid_dynasty,Tahirid dynasty,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,298,stub
tulunid_dynasty,Tulunid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,142,stub
tulunid_dynasty,Tulunid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,243,stub
sajid_dynasty,Sajid dynasty,almoravid_dynasty,Almoravid Dynasty,unknown,2,,0,0,0,1,0,0,111,stub
sajid_dynasty,Sajid dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,118,stub
sajid_dynasty,Sajid dynasty,almohad_caliphate,Almohad Caliphate,unknown,2,,0,0,0,1,0,0,192,stub
sajid_dynasty,Sajid dynasty,zangid_atabegate,Zangid Atabegate,unknown,2,,0,0,0,1,0,0,198,stub
sajid_dynasty,Sajid dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,219,stub
sajid_dynasty,Sajid dynasty,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,242,stub
sajid_dynasty,Sajid dynasty,hafsid_dynasty,Hafsid Dynasty,unknown,2,,0,0,0,1,0,0,300,stub
hamdanid_emirate,Hamdanid Emirate,fatimid_caliphate,Fatimid Caliphate,unknown,2,,0,0,0,1,0,0,-95,stub
hamdanid_emirate,Hamdanid Emirate,ikhshidid_dynasty,Ikhshidid Dynasty,unknown,2,,0,0,0,1,0,0,-69,stub
hamdanid_emirate,Hamdanid Emirate,almohad_caliphate,Almohad Caliphate,unknown,2,,0,0,0,1,0,0,117,stub
hamdanid_emirate,Hamdanid Emirate,zangid_atabegate,Zangid Atabegate,unknown,2,,0,0,0,1,0,0,123,stub
hamdanid_emirate,Hamdanid Emirate,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,144,stub
hamdanid_emirate,Hamdanid Emirate,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,167,stub
hamdanid_emirate,Hamdanid Emirate,hafsid_dynasty,Hafsid Dynasty,unknown,2,,0,0,0,1,0,0,225,stub
hamdanid_emirate,Hamdanid Emirate,marinid_dynasty,Marinid Dynasty,unknown,2,,0,0,0,1,0,0,240,stub
hamdanid_emirate,Hamdanid Emirate,mamluk_sultanate,Mamluk Sultanate,unknown,2,,0,0,0,1,0,0,246,stub
hamdanid_emirate,Hamdanid Emirate,ifat_sultanate,Ifat Sultanate,unknown,2,,0,0,0,1,0,0,281,stub
fatimid_caliphate,Fatimid Caliphate,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-124,stub
ikhshidid_dynasty,Ikhshidid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,78,stub
ikhshidid_dynasty,Ikhshidid Dynasty,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,179,stub
zirid_dynasty,Zirid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-101,stub
almoravid_dynasty,Almoravid Dynasty,sulayhid_dynasty,Sulayhid Dynasty,unknown,2,,0,0,0,1,0,0,-100,stub
sulayhid_dynasty,Sulayhid Dynasty,hafsid_dynasty,Hafsid Dynasty,unknown,2,,0,0,0,1,0,0,91,stub
sulayhid_dynasty,Sulayhid Dynasty,marinid_dynasty,Marinid Dynasty,unknown,2,,0,0,0,1,0,0,106,stub
sulayhid_dynasty,Sulayhid Dynasty,mamluk_sultanate,Mamluk Sultanate,unknown,2,,0,0,0,1,0,0,112,stub
sulayhid_dynasty,Sulayhid Dynasty,ifat_sultanate,Ifat Sultanate,unknown,2,,0,0,0,1,0,0,147,stub
sulayhid_dynasty,Sulayhid Dynasty,bahmani_sultanate,Bahmani Sultanate,unknown,2,,0,0,0,1,0,0,209,stub
sulayhid_dynasty,Sulayhid Dynasty,adal_sultanate,Adal Sultanate,unknown,2,,0,0,0,1,0,0,277,stub
almohad_caliphate,Almohad Caliphate,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,-121,stub
zangid_atabegate,Zangid Atabegate,banu_ghaniya,Banu Ghaniya,unknown,2,,0,0,0,1,0,0,-102,stub
banu_ghaniya,Banu Ghaniya,ayyubid_sultanate,Ayyubid Sultanate,unknown,2,,0,0,0,1,0,0,-66,stub
banu_ghaniya,Banu Ghaniya,bahmani_sultanate,Bahmani Sultanate,unknown,2,,0,0,0,1,0,0,110,stub
banu_ghaniya,Banu Ghaniya,adal_sultanate,Adal Sultanate,unknown,2,,0,0,0,1,0,0,178,stub
banu_ghaniya,Banu Ghaniya,funj_sultanate,Funj Sultanate,unknown,2,,0,0,0,1,0,0,267,stub
hafsid_dynasty,Hafsid Dynasty,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,231,stub
mamluk_sultanate,Mamluk Sultanate,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,288,stub
bahmani_sultanate,Bahmani Sultanate,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,278,stub
adal_sultanate,Adal Sultanate,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,228,stub
funj_sultanate,Funj Sultanate,united_arab_republic,United Arab Republic,unknown,2,,0,0,0,1,0,0,137,stub
funj_sultanate,Funj Sultanate,republic_of_yemen,Republic of Yemen,unknown,2,,0,0,0,1,0,0,169,stub
saadian_dynasty,Saadian Dynasty,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,146,stub
saadian_dynasty,Saadian Dynasty,united_arab_republic,United Arab Republic,unknown,2,,0,0,0,1,0,0,299,stub
darfur_sultanate,Darfur Sultanate,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,-111,stub
darfur_sultanate,Darfur Sultanate,republic_of_yemen,Republic of Yemen,unknown,2,,0,0,0,1,0,0,74,stub
kingdom_of_egypt,Kingdom of Egypt,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,2,,0,0,0,1,0,0,-147,stub
muhammad_ali_dynasty,Muhammad Ali dynasty,mahdist_state,Mahdist State,unknown,2,,0,0,0,1,0,0,-68,stub
mahdist_state,Mahdist State,united_arab_republic,United Arab Republic,unknown,2,,0,0,0,1,0,0,60,stub
mahdist_state,Mahdist State,republic_of_yemen,Republic of Yemen,unknown,2,,0,0,0,1,0,0,92,stub
first_bulgarian_empire,First Bulgarian Empire,great_moravia,Great Moravia,unknown,2,,0,0,0,1,0,0,-185,stub
great_moravia,Great Moravia,second_bulgarian_empire,Second Bulgarian Empire,unknown,2,,0,0,0,1,0,0,278,stub
great_moravia,Great Moravia,serbian_empire,Serbian Empire (Nemanjić Dynasty),unknown,2,,0,0,0,1,0,0,283,stub
republic_of_venice,Venice,italy,Italy,unknown,2,,0,0,0,1,0,0,64,stub
republic_of_venice,Venice,kingdom_of_italy,Kingdom of Italy,unknown,2,,0,0,0,1,0,0,64,stub
republic_of_venice,Venice,italian_east_africa,Italian East Africa,unknown,2,,0,0,0,1,0,0,139,stub
republic_of_venice,Venice,italian_albania,Italian Albania,unknown,2,,0,0,0,1,0,0,142,stub
italy,Italy,kingdom_of_italy,Kingdom of Italy,unknown,2,,0,0,0,1,0,0,-85,stub
hungary,Hungary,principality_of_transylvania,Principality of Transylvania,unknown,2,,0,0,0,1,0,0,-376,stub
kingdom_of_france,Kingdom of France,new_france,New France,unknown,2,,0,0,0,1,0,0,-258,stub
kingdom_of_france,Kingdom of France,french_caribbean,French Caribbean,unknown,2,,0,0,0,1,0,0,-157,stub
kingdom_of_france,Kingdom of France,louisiana_territory,Louisiana Territory (French),unknown,2,,0,0,0,1,0,0,-110,stub
kingdom_of_france,Kingdom of France,vichy_france,Vichy France,unknown,2,,0,0,0,1,0,0,148,stub
kingdom_of_jerusalem,Kingdom of Jerusalem,new_france,New France,unknown,2,,0,0,0,1,0,0,243,stub
latin_empire,Latin Empire,new_france,New France,unknown,2,,0,0,0,1,0,0,273,stub
new_france,New France,french_caribbean,French Caribbean,unknown,2,,0,0,0,1,0,0,-128,stub
new_france,New France,louisiana_territory,Louisiana Territory (French),unknown,2,,0,0,0,1,0,0,-81,stub
new_france,New France,vichy_france,Vichy France,unknown,2,,0,0,0,1,0,0,177,stub
louisiana_territory,Louisiana Territory (French),vichy_france,Vichy France,unknown,2,,0,0,0,1,0,0,137,stub
french_first_empire,French First Empire,vichy_france,Vichy France,unknown,2,,0,0,0,1,0,0,126,stub
jin_dynasty,Jin Dynasty,jin_jurchen,Jin Dynasty (Jurchen),unknown,2,,0,0,0,1,0,0,-119,stub
teutonic_order,Teutonic Order (Monastic State),austrian_empire,Austrian Empire,unknown,2,,0,0,0,1,0,0,279,stub
teutonic_order,Teutonic Order (Monastic State),german_confederation,German Confederation (Deutscher Bund,unknown,2,,0,0,0,1,0,0,290,stub
kalmar_union,Kalmar Union,austrian_empire,Austrian Empire,unknown,2,,0,0,0,1,0,0,281,stub
kalmar_union,Kalmar Union,german_confederation,German Confederation (Deutscher Bund,unknown,2,,0,0,0,1,0,0,292,stub
habsburg_monarchy,Habsburg Monarchy,austrian_empire,Austrian Empire,unknown,2,,0,0,0,1,0,0,-114,stub
habsburg_monarchy,Habsburg Monarchy,german_confederation,German Confederation (Deutscher Bund,unknown,2,,0,0,0,1,0,0,-103,stub
habsburg_monarchy,Habsburg Monarchy,austria_hungary,Austria-Hungary / Italian occupation zones,unknown,2,,0,0,0,1,0,0,-51,stub
kingdom_of_prussia,Kingdom of Prussia,austrian_empire,Austrian Empire,unknown,2,,0,0,0,1,0,0,-114,stub
kingdom_of_prussia,Kingdom of Prussia,german_confederation,German Confederation (Deutscher Bund,unknown,2,,0,0,0,1,0,0,-103,stub
kingdom_of_prussia,Kingdom of Prussia,austria_hungary,Austria-Hungary / Italian occupation zones,unknown,2,,0,0,0,1,0,0,-51,stub
austrian_empire,Austrian Empire,german_confederation,German Confederation (Deutscher Bund,unknown,2,,0,0,0,1,0,0,-52,stub
austrian_empire,Austrian Empire,weimar_republic,Weimar Republic,unknown,2,,0,0,0,1,0,0,51,stub
austrian_empire,Austrian Empire,nazi_germany,Nazi Germany (Third Reich),unknown,2,,0,0,0,1,0,0,66,stub
austrian_empire,Austrian Empire,east_germany,German Democratic Republic (East Germany),unknown,2,,0,0,0,1,0,0,82,stub
austrian_empire,Austrian Empire,federal_republic_germany,Federal Republic of Germany,unknown,2,,0,0,0,1,0,0,82,stub
german_confederation,German Confederation (Deutscher Bund,weimar_republic,Weimar Republic,unknown,2,,0,0,0,1,0,0,52,stub
german_confederation,German Confederation (Deutscher Bund,nazi_germany,Nazi Germany (Third Reich),unknown,2,,0,0,0,1,0,0,67,stub
german_confederation,German Confederation (Deutscher Bund,east_germany,German Democratic Republic (East Germany),unknown,2,,0,0,0,1,0,0,83,stub
german_confederation,German Confederation (Deutscher Bund,federal_republic_germany,Federal Republic of Germany,unknown,2,,0,0,0,1,0,0,83,stub
grand_duchy_moscow,Grand Duchy of Moscow,russian_alaska,Russian America,unknown,2,,0,0,0,1,0,0,186,stub
